match_date,start_time,home_name,away_name,match_id,match_centre_url,score_home,score_away,is_finished
2025-09-20,21:00,Valencia,Athletic Club,1913908,https://es.whoscored.com/Matches/1913908/Live,2,0,True
2025-09-21,14:00,Rayo Vallecano,Celta Vigo,1913910,https://es.whoscored.com/Matches/1913910/Live,1,1,True
2025-09-21,16:15,Mallorca,Atletico Madrid,1913909,https://es.whoscored.com/Matches/1913909/Live,1,1,True
2025-09-21,17:30,Elche,Real Oviedo,1913906,https://es.whoscored.com/Matches/1913906/Live,1,0,True
2025-09-21,21:00,Barcelona,Getafe,1913903,https://es.whoscored.com/Matches/1913903/Live,3,0,True
2025-09-23,19:00,Espanyol,Valencia,1913932,https://es.whoscored.com/Matches/1913932/Live,2,2,True
2025-09-23,19:00,Athletic Club,Girona,1913942,https://es.whoscored.com/Matches/1913942/Live,1,1,True
2025-09-23,21:30,Levante,Real Madrid,1913933,https://es.whoscored.com/Matches/1913933/Live,1,4,True
2025-09-23,21:30,Sevilla,Villarreal,1913934,https://es.whoscored.com/Matches/1913934/Live,1,2,True
2025-09-24,19:00,Getafe,Deportivo Alaves,1913935,https://es.whoscored.com/Matches/1913935/Live,1,1,True
2025-09-24,20:30,Real Sociedad,Mallorca,1913944,https://es.whoscored.com/Matches/1913944/Live,1,0,True
2025-09-24,21:30,Atletico Madrid,Rayo Vallecano,1913945,https://es.whoscored.com/Matches/1913945/Live,3,2,True
2025-09-25,19:30,Osasuna,Elche,1913938,https://es.whoscored.com/Matches/1913938/Live,1,1,True
2025-09-25,21:30,Real Oviedo,Barcelona,1913936,https://es.whoscored.com/Matches/1913936/Live,1,3,True
2025-09-26,21:00,Girona,Espanyol,1913941,https://es.whoscored.com/Matches/1913941/Live,0,0,True
2025-09-27,14:00,Getafe,Levante,1913953,https://es.whoscored.com/Matches/1913953/Live,1,1,True
2025-09-27,16:15,Atletico Madrid,Real Madrid,1913947,https://es.whoscored.com/Matches/1913947/Live,5,2,True
2025-09-27,18:30,Mallorca,Deportivo Alaves,1913957,https://es.whoscored.com/Matches/1913957/Live,1,0,True
2025-09-27,21:00,Villarreal,Athletic Club,1913939,https://es.whoscored.com/Matches/1913939/Live,1,0,True
2025-09-28,13:00,Rayo Vallecano,Sevilla,1913955,https://es.whoscored.com/Matches/1913955/Live,0,1,True
2025-09-28,16:15,Elche,Celta Vigo,1913940,https://es.whoscored.com/Matches/1913940/Live,2,1,True
2025-09-28,18:30,Barcelona,Real Sociedad,1913949,https://es.whoscored.com/Matches/1913949/Live,2,1,True
2025-09-28,21:00,Real Betis,Osasuna,1913951,https://es.whoscored.com/Matches/1913951/Live,2,0,True
2025-10-03,21:00,Osasuna,Getafe,1913960,https://es.whoscored.com/Matches/1913960/Live,2,1,True
2025-10-04,14:00,Real Oviedo,Levante,1913962,https://es.whoscored.com/Matches/1913962/Live,0,2,True
2025-10-04,16:15,Girona,Valencia,1913950,https://es.whoscored.com/Matches/1913950/Live,2,1,True
2025-10-04,18:30,Athletic Club,Mallorca,1913948,https://es.whoscored.com/Matches/1913948/Live,2,1,True
2025-10-04,21:00,Real Madrid,Villarreal,1913952,https://es.whoscored.com/Matches/1913952/Live,3,1,True
2025-10-05,14:00,Deportivo Alaves,Elche,1913946,https://es.whoscored.com/Matches/1913946/Live,3,1,True
2025-10-05,16:15,Sevilla,Barcelona,1913956,https://es.whoscored.com/Matches/1913956/Live,4,1,True
2025-10-05,18:30,Espanyol,Real Betis,1913958,https://es.whoscored.com/Matches/1913958/Live,1,2,True
2025-10-05,18:30,Real Sociedad,Rayo Vallecano,1913964,https://es.whoscored.com/Matches/1913964/Live,0,1,True
2025-10-05,21:00,Celta Vigo,Atletico Madrid,1913954,https://es.whoscored.com/Matches/1913954/Live,1,1,True
2025-09-30,20:00,Valencia,Real Oviedo,1913943,https://es.whoscored.com/Matches/1913943/Live,1,2,True
